id,anchor_ts_ms,hedge_ts_ms,market_slug,market_duration,direction,first_ask,second_ask,executable_qty,pair_cost,net_edge_005
177078,1789811286367,1789811301460,btc-updown-5m-1789811100,5m,DOWN->UP,0.04,0.97,489.51,1.01,-0.01500000000000001
177138,1789811302096,1789811317162,btc-updown-5m-1789811100,5m,DOWN->UP,0.04,0.97,384.12,1.01,-0.01500000000000001
177194,1789811317162,1789811332190,btc-updown-5m-1789811100,5m,DOWN->UP,0.04,0.96,146.43,1.0,-0.005
177252,1789811332867,1789811347886,btc-updown-5m-1789811100,5m,DOWN->UP,0.05,0.96,43.0,1.01,-0.01500000000000001
177312,1789811348801,1789811363803,btc-updown-5m-1789811100,5m,DOWN->UP,0.05,0.96,253.0,1.01,-0.01500000000000001
177408,1789811371617,1789811401435,btc-updown-5m-1789811100,5m,DOWN->UP,0.05,0.56,210.36,0.6100000000000001,0.3849999999999999
182396,1789812735693,1789812750909,btc-updown-5m-1789812600,5m,DOWN->UP,0.1,0.92,366.88,1.02,-0.02500000000000002
182454,1789812751761,1789812766772,btc-updown-5m-1789812600,5m,DOWN->UP,0.09,0.92,311.59,1.01,-0.01500000000000001
182516,1789812767653,1789812782703,btc-updown-5m-1789812600,5m,DOWN->UP,0.09,0.93,607.87,1.02,-0.02500000000000002
182572,1789812782820,1789812797878,btc-updown-5m-1789812600,5m,DOWN->UP,0.09,0.93,577.75,1.02,-0.02500000000000002
182630,1789812798299,1789812813359,btc-updown-5m-1789812600,5m,DOWN->UP,0.08,0.93,325.59,1.01,-0.01500000000000001
182690,1789812813928,1789812828933,btc-updown-5m-1789812600,5m,DOWN->UP,0.08,0.93,443.92,1.01,-0.01500000000000001
182750,1789812829499,1789812844544,btc-updown-5m-1789812600,5m,DOWN->UP,0.08,0.95,60.26,1.03,-0.035000000000000024
182810,1789812845106,1789812860364,btc-updown-5m-1789812600,5m,DOWN->UP,0.06,0.96,105.16,1.02,-0.02500000000000002
182868,1789812860719,1789812875732,btc-updown-5m-1789812600,5m,DOWN->UP,0.05,0.97,327.99,1.02,-0.02500000000000002
182954,1789812876172,1789812904077,btc-updown-5m-1789812600,5m,DOWN->UP,0.04,0.6,215.66,0.64,0.355
184632,1789813332015,1789813347049,btc-updown-5m-1789813200,5m,DOWN->UP,0.12,0.89,395.38,1.01,-0.01500000000000001
184692,1789813347551,1789813362569,btc-updown-5m-1789813200,5m,DOWN->UP,0.12,0.88,158.0,1.0,-0.005
184752,1789813363009,1789813378058,btc-updown-5m-1789813200,5m,DOWN->UP,0.13,0.87,5.0,1.0,-0.005
184810,1789813378610,1789813393658,btc-updown-5m-1789813200,5m,DOWN->UP,0.14,0.87,616.0,1.01,-0.01500000000000001
184870,1789813394072,1789813409149,btc-updown-5m-1789813200,5m,DOWN->UP,0.14,0.87,533.28,1.01,-0.01500000000000001
184930,1789813409751,1789813424771,btc-updown-5m-1789813200,5m,DOWN->UP,0.14,0.87,265.21,1.01,-0.01500000000000001
184990,1789813425500,1789813440518,btc-updown-5m-1789813200,5m,DOWN->UP,0.14,0.87,169.26,1.01,-0.01500000000000001
185050,1789813441239,1789813456298,btc-updown-5m-1789813200,5m,DOWN->UP,0.14,0.87,52.49,1.01,-0.01500000000000001
185110,1789813457051,1789813472158,btc-updown-5m-1789813200,5m,DOWN->UP,0.14,0.88,65.0,1.02,-0.02500000000000002
185198,1789813472858,1789813502552,btc-updown-5m-1789813200,5m,DOWN->UP,0.13,0.57,481.99,0.7,0.29500000000000004
190238,1789814859855,1789814874863,btc-updown-5m-1789814700,5m,DOWN->UP,0.06,0.95,138.0,1.01,-0.01500000000000001
190298,1789814875233,1789814890274,btc-updown-5m-1789814700,5m,DOWN->UP,0.06,0.95,148.0,1.01,-0.01500000000000001
190358,1789814890696,1789814905761,btc-updown-5m-1789814700,5m,DOWN->UP,0.06,0.95,217.0,1.01,-0.01500000000000001
190418,1789814906455,1789814921466,btc-updown-5m-1789814700,5m,DOWN->UP,0.06,0.95,155.4,1.01,-0.01500000000000001
190478,1789814921927,1789814936960,btc-updown-5m-1789814700,5m,DOWN->UP,0.06,0.95,83.57,1.01,-0.01500000000000001
190538,1789814937429,1789814952446,btc-updown-5m-1789814700,5m,DOWN->UP,0.06,0.95,80.82,1.01,-0.01500000000000001
190598,1789814953067,1789814968121,btc-updown-5m-1789814700,5m,DOWN->UP,0.06,0.95,70.82,1.01,-0.01500000000000001
190658,1789814969153,1789814984338,btc-updown-5m-1789814700,5m,DOWN->UP,0.06,0.95,125.82,1.01,-0.01500000000000001
190718,1789814985190,1789815000455,btc-updown-5m-1789814700,5m,DOWN->UP,0.06,0.54,60.0,0.6000000000000001,0.3949999999999999
193510,1789815755019,1789815770038,btc-updown-5m-1789815600,5m,DOWN->UP,0.06,0.95,129.43,1.01,-0.01500000000000001
193570,1789815770408,1789815785424,btc-updown-5m-1789815600,5m,DOWN->UP,0.06,0.95,140.2,1.01,-0.01500000000000001
193630,1789815785780,1789815800813,btc-updown-5m-1789815600,5m,DOWN->UP,0.06,0.96,250.0,1.02,-0.02500000000000002
193688,1789815801396,1789815816436,btc-updown-5m-1789815600,5m,DOWN->UP,0.05,0.96,245.0,1.01,-0.01500000000000001
193748,1789815817351,1789815832373,btc-updown-5m-1789815600,5m,DOWN->UP,0.05,0.96,229.58,1.01,-0.01500000000000001
193808,1789815833144,1789815848153,btc-updown-5m-1789815600,5m,DOWN->UP,0.05,0.96,179.37,1.01,-0.01500000000000001
193870,1789815848778,1789815863866,btc-updown-5m-1789815600,5m,DOWN->UP,0.05,0.97,114.28,1.02,-0.02500000000000002
193928,1789815864353,1789815879380,btc-updown-5m-1789815600,5m,DOWN->UP,0.04,0.97,89.99,1.01,-0.01500000000000001
194006,1789815879829,1789815903471,btc-updown-5m-1789815600,5m,DOWN->UP,0.04,0.51,558.71,0.55,0.44499999999999995
203682,1789818541616,1789818556632,btc-updown-5m-1789818300,5m,DOWN->UP,0.14,0.86,95.0,1.0,-0.005
207842,1789819633534,1789819648567,btc-updown-5m-1789819500,5m,DOWN->UP,0.11,0.9,78.24,1.01,-0.01500000000000001
207898,1789819648670,1789819663675,btc-updown-5m-1789819500,5m,DOWN->UP,0.11,0.9,84.59,1.01,-0.01500000000000001
207958,1789819664151,1789819679189,btc-updown-5m-1789819500,5m,DOWN->UP,0.11,0.9,9.12,1.01,-0.01500000000000001
208018,1789819679922,1789819694933,btc-updown-5m-1789819500,5m,DOWN->UP,0.11,0.96,287.67,1.07,-0.07500000000000007
208078,1789819695789,1789819710829,btc-updown-5m-1789819500,5m,DOWN->UP,0.05,0.98,161.0,1.03,-0.035000000000000024
208138,1789819711405,1789819726440,btc-updown-5m-1789819500,5m,DOWN->UP,0.03,0.98,154.22,1.01,-0.01500000000000001
208198,1789819727215,1789819742269,btc-updown-5m-1789819500,5m,DOWN->UP,0.03,0.98,136.81,1.01,-0.01500000000000001
208260,1789819742986,1789819758015,btc-updown-5m-1789819500,5m,DOWN->UP,0.03,0.98,120.63,1.01,-0.01500000000000001
208320,1789819758776,1789819773798,btc-updown-5m-1789819500,5m,DOWN->UP,0.03,0.98,455.93,1.01,-0.01500000000000001
208380,1789819774421,1789819789446,btc-updown-5m-1789819500,5m,DOWN->UP,0.03,0.98,107.8,1.01,-0.01500000000000001
208440,1789819790342,1789819805372,btc-updown-5m-1789819500,5m,DOWN->UP,0.03,0.62,110.0,0.65,0.345
210362,1789820296441,1789820311459,btc-updown-5m-1789820100,5m,DOWN->UP,0.14,0.87,50.0,1.01,-0.01500000000000001
210422,1789820311976,1789820327017,btc-updown-5m-1789820100,5m,DOWN->UP,0.14,0.87,137.79,1.01,-0.01500000000000001
210482,1789820327765,1789820342785,btc-updown-5m-1789820100,5m,DOWN->UP,0.14,0.87,124.13,1.01,-0.01500000000000001
210542,1789820343476,1789820358532,btc-updown-5m-1789820100,5m,DOWN->UP,0.14,0.87,150.18,1.01,-0.01500000000000001
210602,1789820359020,1789820374034,btc-updown-5m-1789820100,5m,DOWN->UP,0.14,0.87,152.53,1.01,-0.01500000000000001
210676,1789820374948,1789820402879,btc-updown-5m-1789820100,5m,DOWN->UP,0.14,0.36,184.39,0.5,0.495
212452,1789820857124,1789820872164,btc-updown-5m-1789820700,5m,DOWN->UP,0.07,0.94,159.42,1.01,-0.01500000000000001
212512,1789820872775,1789820887849,btc-updown-5m-1789820700,5m,DOWN->UP,0.07,0.94,247.0,1.01,-0.01500000000000001
212572,1789820888663,1789820903668,btc-updown-5m-1789820700,5m,DOWN->UP,0.07,0.93,53.63,1.0,-0.005
212620,1789820904295,1789820919327,btc-updown-5m-1789820700,5m,DOWN->UP,0.08,0.93,260.36,1.01,-0.01500000000000001
212648,1789820919859,1789820934863,btc-updown-5m-1789820700,5m,DOWN->UP,0.08,0.93,146.27,1.01,-0.01500000000000001
212678,1789820935341,1789820950369,btc-updown-5m-1789820700,5m,DOWN->UP,0.08,0.93,55.0,1.01,-0.01500000000000001
212708,1789820950982,1789820966098,btc-updown-5m-1789820700,5m,DOWN->UP,0.08,0.94,81.36,1.02,-0.02500000000000002
212738,1789820966490,1789820981574,btc-updown-5m-1789820700,5m,DOWN->UP,0.07,0.95,594.55,1.02,-0.02500000000000002
212768,1789820981848,1789820996943,btc-updown-5m-1789820700,5m,DOWN->UP,0.06,0.95,25.19,1.01,-0.01500000000000001
212798,1789820997915,1789821012931,btc-updown-5m-1789820700,5m,DOWN->UP,0.06,0.44,10.0,0.5,0.495
215598,1789821751938,1789821766968,btc-updown-5m-1789821600,5m,DOWN->UP,0.13,0.88,43.86,1.01,-0.01500000000000001
215656,1789821767602,1789821782638,btc-updown-5m-1789821600,5m,DOWN->UP,0.13,0.89,133.87,1.02,-0.02500000000000002
215716,1789821783052,1789821798124,btc-updown-5m-1789821600,5m,DOWN->UP,0.12,0.89,105.0,1.01,-0.01500000000000001
215774,1789821798634,1789821813696,btc-updown-5m-1789821600,5m,DOWN->UP,0.12,0.89,100.0,1.01,-0.01500000000000001
215834,1789821814319,1789821829330,btc-updown-5m-1789821600,5m,DOWN->UP,0.12,0.89,100.0,1.01,-0.01500000000000001
215894,1789821829773,1789821844823,btc-updown-5m-1789821600,5m,DOWN->UP,0.12,0.89,50.0,1.01,-0.01500000000000001
215956,1789821845389,1789821860474,btc-updown-5m-1789821600,5m,DOWN->UP,0.12,0.89,50.0,1.01,-0.01500000000000001
216000,1789821860777,1789821875787,btc-updown-5m-1789821600,5m,DOWN->UP,0.12,0.9,198.07,1.02,-0.02500000000000002
216030,1789821876160,1789821891185,btc-updown-5m-1789821600,5m,DOWN->UP,0.11,0.9,159.96,1.01,-0.01500000000000001
216060,1789821891842,1789821906871,btc-updown-5m-1789821600,5m,DOWN->UP,0.11,0.64,6.4,0.75,0.245
217594,1789822338628,1789822353674,btc-updown-5m-1789822200,5m,DOWN->UP,0.06,0.95,144.35,1.01,-0.01500000000000001
217654,1789822353977,1789822368977,btc-updown-5m-1789822200,5m,DOWN->UP,0.06,0.95,38.0,1.01,-0.01500000000000001
217714,1789822369568,1789822384600,btc-updown-5m-1789822200,5m,DOWN->UP,0.06,0.93,24.68,0.99,0.005000000000000009
217774,1789822384963,1789822400029,btc-updown-5m-1789822200,5m,DOWN->UP,0.08,0.93,147.42,1.01,-0.01500000000000001
217834,1789822400617,1789822415663,btc-updown-5m-1789822200,5m,DOWN->UP,0.08,0.93,92.42,1.01,-0.01500000000000001
217892,1789822416318,1789822431323,btc-updown-5m-1789822200,5m,DOWN->UP,0.08,0.92,67.42,1.0,-0.005
217950,1789822431395,1789822446440,btc-updown-5m-1789822200,5m,DOWN->UP,0.09,0.92,164.78,1.01,-0.01500000000000001
218006,1789822446573,1789822461615,btc-updown-5m-1789822200,5m,DOWN->UP,0.09,0.92,97.62,1.01,-0.01500000000000001
218064,1789822462553,1789822478008,btc-updown-5m-1789822200,5m,DOWN->UP,0.12,0.9,183.71,1.02,-0.02500000000000002
218122,1789822478569,1789822493626,btc-updown-5m-1789822200,5m,DOWN->UP,0.11,0.9,92.59,1.01,-0.01500000000000001
218182,1789822494487,1789822509535,btc-updown-5m-1789822200,5m,DOWN->UP,0.11,0.54,19.59,0.65,0.345
220360,1789823065912,1789823080951,btc-updown-5m-1789822800,5m,DOWN->UP,0.08,0.93,21.47,1.01,-0.01500000000000001
220420,1789823081485,1789823096519,btc-updown-5m-1789822800,5m,DOWN->UP,0.08,0.94,100.0,1.02,-0.02500000000000002
220480,1789823097223,1789823112267,btc-updown-5m-1789822800,5m,DOWN->UP,0.07,0.5,84.0,0.5700000000000001,0.42499999999999993
223082,1789823850775,1789823865809,btc-updown-5m-1789823700,5m,DOWN->UP,0.04,0.97,205.04,1.01,-0.01500000000000001
223142,1789823866324,1789823881367,btc-updown-5m-1789823700,5m,DOWN->UP,0.04,0.98,1268.78,1.02,-0.02500000000000002
223202,1789823881832,1789823896843,btc-updown-5m-1789823700,5m,DOWN->UP,0.03,0.98,359.5,1.01,-0.01500000000000001
223262,1789823897754,1789823912783,btc-updown-5m-1789823700,5m,DOWN->UP,0.03,0.98,380.5,1.01,-0.01500000000000001
223322,1789823913347,1789823928350,btc-updown-5m-1789823700,5m,DOWN->UP,0.03,0.98,379.18,1.01,-0.01500000000000001
223378,1789823928693,1789823943730,btc-updown-5m-1789823700,5m,DOWN->UP,0.03,0.98,458.12,1.01,-0.01500000000000001
223438,1789823944263,1789823959329,btc-updown-5m-1789823700,5m,DOWN->UP,0.03,0.97,294.0,1.0,-0.005
223498,1789823960104,1789823975161,btc-updown-5m-1789823700,5m,DOWN->UP,0.04,0.97,87.57,1.01,-0.01500000000000001
223554,1789823975329,1789823990348,btc-updown-5m-1789823700,5m,DOWN->UP,0.04,0.97,85.01,1.01,-0.01500000000000001
223610,1789823990796,1789824005826,btc-updown-5m-1789823700,5m,DOWN->UP,0.04,0.28,215.99,0.32,0.6749999999999999
226652,1789824816763,1789824831797,btc-updown-5m-1789824600,5m,DOWN->UP,0.07,0.94,3.39,1.01,-0.01500000000000001
226712,1789824832776,1789824847798,btc-updown-5m-1789824600,5m,DOWN->UP,0.07,0.95,152.0,1.02,-0.02500000000000002
226774,1789824848630,1789824863708,btc-updown-5m-1789824600,5m,DOWN->UP,0.06,0.96,139.69,1.02,-0.02500000000000002
226832,1789824864420,1789824879468,btc-updown-5m-1789824600,5m,DOWN->UP,0.05,0.97,533.99,1.02,-0.02500000000000002
226894,1789824880132,1789824895168,btc-updown-5m-1789824600,5m,DOWN->UP,0.04,0.97,250.65,1.01,-0.01500000000000001
226954,1789824895465,1789824910538,btc-updown-5m-1789824600,5m,DOWN->UP,0.04,0.52,194.0,0.56,0.43499999999999994
230094,1789825740860,1789825755877,btc-updown-5m-1789825500,5m,DOWN->UP,0.05,0.94,100.18,0.99,0.005000000000000009
230154,1789825756626,1789825771638,btc-updown-5m-1789825500,5m,DOWN->UP,0.07,0.94,80.0,1.01,-0.01500000000000001
230214,1789825772404,1789825787448,btc-updown-5m-1789825500,5m,DOWN->UP,0.07,0.94,52.62,1.01,-0.01500000000000001
230274,1789825788158,1789825803180,btc-updown-5m-1789825500,5m,DOWN->UP,0.07,0.5,147.59,0.5700000000000001,0.42499999999999993
231150,1789826019513,1789826034515,btc-updown-5m-1789825800,5m,DOWN->UP,0.07,0.94,181.7,1.01,-0.01500000000000001
231208,1789826035275,1789826050307,btc-updown-5m-1789825800,5m,DOWN->UP,0.07,0.94,248.42,1.01,-0.01500000000000001
231270,1789826051139,1789826066226,btc-updown-5m-1789825800,5m,DOWN->UP,0.07,0.95,198.42,1.02,-0.02500000000000002
231326,1789826066736,1789826082661,btc-updown-5m-1789825800,5m,DOWN->UP,0.06,0.95,138.99,1.01,-0.01500000000000001
231386,1789826082661,1789826097744,btc-updown-5m-1789825800,5m,DOWN->UP,0.06,0.95,103.15,1.01,-0.01500000000000001
231444,1789826098262,1789826113265,btc-updown-5m-1789825800,5m,DOWN->UP,0.06,0.5,103.15,0.56,0.43499999999999994
233524,1789826677053,1789826692111,btc-updown-5m-1789826400,5m,DOWN->UP,0.02,0.99,526.0,1.01,-0.01500000000000001
233584,1789826692760,1789826707771,btc-updown-5m-1789826400,5m,DOWN->UP,0.02,0.64,177.32,0.66,0.33499999999999996
234126,1789826845947,1789826860962,btc-updown-5m-1789826700,5m,DOWN->UP,0.04,0.96,85.0,1.0,-0.005
234188,1789826861665,1789826876709,btc-updown-5m-1789826700,5m,DOWN->UP,0.05,0.96,69.79,1.01,-0.01500000000000001
234248,1789826877030,1789826892316,btc-updown-5m-1789826700,5m,DOWN->UP,0.05,0.97,743.43,1.02,-0.02500000000000002
234306,1789826892550,1789826907556,btc-updown-5m-1789826700,5m,DOWN->UP,0.04,0.97,168.98,1.01,-0.01500000000000001
234366,1789826908011,1789826923062,btc-updown-5m-1789826700,5m,DOWN->UP,0.04,0.97,239.1,1.01,-0.01500000000000001
234428,1789826923556,1789826938613,btc-updown-5m-1789826700,5m,DOWN->UP,0.04,0.97,223.8,1.01,-0.01500000000000001
234488,1789826939465,1789826954507,btc-updown-5m-1789826700,5m,DOWN->UP,0.04,0.97,223.8,1.01,-0.01500000000000001
234544,1789826954662,1789826969721,btc-updown-5m-1789826700,5m,DOWN->UP,0.04,0.97,250.66,1.01,-0.01500000000000001
234604,1789826970286,1789826985317,btc-updown-5m-1789826700,5m,DOWN->UP,0.04,0.97,334.94,1.01,-0.01500000000000001
234666,1789826986215,1789827002584,btc-updown-5m-1789826700,5m,DOWN->UP,0.04,0.48,282.48,0.52,0.475
236362,1789827434138,1789827449295,btc-updown-5m-1789827300,5m,DOWN->UP,0.09,0.92,72.39,1.01,-0.01500000000000001
236420,1789827449688,1789827464717,btc-updown-5m-1789827300,5m,DOWN->UP,0.09,0.92,67.7,1.01,-0.01500000000000001
236476,1789827464812,1789827479850,btc-updown-5m-1789827300,5m,DOWN->UP,0.09,0.92,40.82,1.01,-0.01500000000000001
236536,1789827480416,1789827495485,btc-updown-5m-1789827300,5m,DOWN->UP,0.09,0.92,27.03,1.01,-0.01500000000000001
236592,1789827495485,1789827510488,btc-updown-5m-1789827300,5m,DOWN->UP,0.09,0.92,25.7,1.01,-0.01500000000000001
236654,1789827511425,1789827526463,btc-updown-5m-1789827300,5m,DOWN->UP,0.09,0.93,184.0,1.02,-0.02500000000000002
236714,1789827527766,1789827542866,btc-updown-5m-1789827300,5m,DOWN->UP,0.08,0.93,20.0,1.01,-0.01500000000000001
236774,1789827543694,1789827558700,btc-updown-5m-1789827300,5m,DOWN->UP,0.08,0.93,71.84,1.01,-0.01500000000000001
236834,1789827559488,1789827574526,btc-updown-5m-1789827300,5m,DOWN->UP,0.08,0.94,84.0,1.02,-0.02500000000000002
236902,1789827574944,1789827600664,btc-updown-5m-1789827300,5m,DOWN->UP,0.07,0.6,5.0,0.6699999999999999,0.32500000000000007
237356,1789827711776,1789827726792,btc-updown-5m-1789827600,5m,DOWN->UP,0.07,0.94,160.18,1.01,-0.01500000000000001
237408,1789827726956,1789827741965,btc-updown-5m-1789827600,5m,DOWN->UP,0.07,0.94,118.12,1.01,-0.01500000000000001
237462,1789827742198,1789827757501,btc-updown-5m-1789827600,5m,DOWN->UP,0.07,0.94,103.83,1.01,-0.01500000000000001
237522,1789827757721,1789827772731,btc-updown-5m-1789827600,5m,DOWN->UP,0.07,0.93,250.0,1.0,-0.005
237582,1789827773456,1789827788479,btc-updown-5m-1789827600,5m,DOWN->UP,0.09,0.93,38.23,1.02,-0.02500000000000002
237642,1789827789227,1789827804228,btc-updown-5m-1789827600,5m,DOWN->UP,0.08,0.7,60.0,0.7799999999999999,0.21500000000000008
238442,1789828037166,1789828052187,btc-updown-5m-1789827900,5m,DOWN->UP,0.14,0.88,511.7,1.02,-0.02500000000000002
238470,1789828052614,1789828067667,btc-updown-5m-1789827900,5m,DOWN->UP,0.13,0.88,160.0,1.01,-0.01500000000000001
238500,1789828068275,1789828083338,btc-updown-5m-1789827900,5m,DOWN->UP,0.13,0.87,111.63,1.0,-0.005
238530,1789828083772,1789828098779,btc-updown-5m-1789827900,5m,DOWN->UP,0.14,0.88,242.62,1.02,-0.02500000000000002
238560,1789828099614,1789828114636,btc-updown-5m-1789827900,5m,DOWN->UP,0.13,0.88,118.36,1.01,-0.01500000000000001
238588,1789828114816,1789828129888,btc-updown-5m-1789827900,5m,DOWN->UP,0.13,0.87,93.51,1.0,-0.005
238618,1789828130114,1789828145136,btc-updown-5m-1789827900,5m,DOWN->UP,0.14,0.88,128.23,1.02,-0.02500000000000002
238648,1789828145857,1789828160868,btc-updown-5m-1789827900,5m,DOWN->UP,0.13,0.88,10.0,1.01,-0.01500000000000001
238678,1789828161517,1789828176570,btc-updown-5m-1789827900,5m,DOWN->UP,0.13,0.89,125.0,1.02,-0.02500000000000002
238708,1789828177318,1789828192350,btc-updown-5m-1789827900,5m,DOWN->UP,0.12,0.89,102.24,1.01,-0.01500000000000001
238736,1789828193354,1789828208370,btc-updown-5m-1789827900,5m,DOWN->UP,0.12,0.74,341.53,0.86,0.135
239554,1789828419788,1789828436354,btc-updown-5m-1789828200,5m,DOWN->UP,0.11,0.9,61.0,1.01,-0.01500000000000001
239608,1789828436354,1789828451402,btc-updown-5m-1789828200,5m,DOWN->UP,0.11,0.91,197.0,1.02,-0.02500000000000002
239668,1789828452274,1789828467305,btc-updown-5m-1789828200,5m,DOWN->UP,0.1,0.91,197.79,1.01,-0.01500000000000001
239726,1789828467805,1789828483044,btc-updown-5m-1789828200,5m,DOWN->UP,0.1,0.06,5.0,0.16,0.835
245568,1789830135773,1789830150786,btc-updown-5m-1789830000,5m,DOWN->UP,0.08,0.94,317.74,1.02,-0.02500000000000002
245622,1789830152741,1789830167775,btc-updown-5m-1789830000,5m,DOWN->UP,0.07,0.94,209.87,1.01,-0.01500000000000001
245680,1789830168534,1789830183540,btc-updown-5m-1789830000,5m,DOWN->UP,0.07,0.94,231.48,1.01,-0.01500000000000001
245740,1789830184226,1789830199403,btc-updown-5m-1789830000,5m,DOWN->UP,0.07,0.94,202.0,1.01,-0.01500000000000001
245798,1789830199403,1789830214606,btc-updown-5m-1789830000,5m,DOWN->UP,0.07,0.94,290.98,1.01,-0.01500000000000001
247782,1789830850060,1789830865107,btc-updown-5m-1789830600,5m,DOWN->UP,0.14,0.87,111.84,1.01,-0.01500000000000001
247810,1789830865230,1789830880271,btc-updown-5m-1789830600,5m,DOWN->UP,0.14,0.95,85.57,1.0899999999999999,-0.09499999999999986
247840,1789830881777,1789830896824,btc-updown-5m-1789830600,5m,DOWN->UP,0.06,0.96,130.0,1.02,-0.02500000000000002
247870,1789830897788,1789830912843,btc-updown-5m-1789830600,5m,DOWN->UP,0.05,0.45,3.22,0.5,0.495
251388,1789831939595,1789831954649,btc-updown-5m-1789831800,5m,DOWN->UP,0.07,0.93,35.0,1.0,-0.005
251446,1789831955245,1789831970266,btc-updown-5m-1789831800,5m,DOWN->UP,0.08,0.93,66.43,1.01,-0.01500000000000001
251506,1789831970790,1789831985832,btc-updown-5m-1789831800,5m,DOWN->UP,0.08,0.93,60.35,1.01,-0.01500000000000001
251564,1789831986429,1789832001440,btc-updown-5m-1789831800,5m,DOWN->UP,0.08,0.93,50.35,1.01,-0.01500000000000001
251626,1789832002097,1789832017139,btc-updown-5m-1789831800,5m,DOWN->UP,0.08,0.93,45.35,1.01,-0.01500000000000001
251686,1789832017492,1789832032531,btc-updown-5m-1789831800,5m,DOWN->UP,0.08,0.94,105.0,1.02,-0.02500000000000002
251744,1789832033030,1789832048072,btc-updown-5m-1789831800,5m,DOWN->UP,0.07,0.94,135.0,1.01,-0.01500000000000001
251804,1789832048525,1789832063531,btc-updown-5m-1789831800,5m,DOWN->UP,0.07,0.94,20.0,1.01,-0.01500000000000001
251864,1789832064057,1789832079083,btc-updown-5m-1789831800,5m,DOWN->UP,0.07,0.95,101.46,1.02,-0.02500000000000002
251940,1789832079423,1789832102192,btc-updown-5m-1789831800,5m,DOWN->UP,0.06,0.5,180.01,0.56,0.43499999999999994
252832,1789832325352,1789832340417,btc-updown-5m-1789832100,5m,DOWN->UP,0.07,0.95,316.43,1.02,-0.02500000000000002
252892,1789832340936,1789832355961,btc-updown-5m-1789832100,5m,DOWN->UP,0.06,0.94,54.99,1.0,-0.005
252952,1789832356438,1789832371465,btc-updown-5m-1789832100,5m,DOWN->UP,0.07,0.94,55.0,1.01,-0.01500000000000001
253012,1789832372308,1789832387385,btc-updown-5m-1789832100,5m,DOWN->UP,0.07,0.95,45.0,1.02,-0.02500000000000002
253072,1789832388315,1789832403407,btc-updown-5m-1789832100,5m,DOWN->UP,0.06,0.61,412.17,0.6699999999999999,0.32500000000000007
253518,1789832629586,1789832644623,btc-updown-5m-1789832400,5m,DOWN->UP,0.02,0.99,381.0,1.01,-0.01500000000000001
253546,1789832645197,1789832660203,btc-updown-5m-1789832400,5m,DOWN->UP,0.02,0.99,260.85,1.01,-0.01500000000000001
253576,1789832660743,1789832675747,btc-updown-5m-1789832400,5m,DOWN->UP,0.02,0.98,154.74,1.0,-0.005
253594,1789832676537,1789832701019,btc-updown-5m-1789832400,5m,DOWN->UP,0.03,0.51,20.5,0.54,0.45499999999999996
255408,1789833232913,1789833247937,btc-updown-5m-1789833000,5m,DOWN->UP,0.14,0.87,50.0,1.01,-0.01500000000000001
255466,1789833248478,1789833263537,btc-updown-5m-1789833000,5m,DOWN->UP,0.14,0.87,74.66,1.01,-0.01500000000000001
255526,1789833264009,1789833279033,btc-updown-5m-1789833000,5m,DOWN->UP,0.14,0.87,126.94,1.01,-0.01500000000000001
255584,1789833279642,1789833294671,btc-updown-5m-1789833000,5m,DOWN->UP,0.14,0.87,82.47,1.01,-0.01500000000000001
255644,1789833295290,1789833310355,btc-updown-5m-1789833000,5m,DOWN->UP,0.14,0.31,366.06,0.45,0.545
262198,1789835340704,1789835355894,btc-updown-5m-1789835100,5m,DOWN->UP,0.1,0.91,158.19,1.01,-0.01500000000000001
262252,1789835355894,1789835371026,btc-updown-5m-1789835100,5m,DOWN->UP,0.1,0.91,10.31,1.01,-0.01500000000000001
262312,1789835371609,1789835386658,btc-updown-5m-1789835100,5m,DOWN->UP,0.1,0.94,26.3,1.04,-0.04500000000000003
262368,1789835386830,1789835401858,btc-updown-5m-1789835100,5m,DOWN->UP,0.1,0.31,70.77,0.41000000000000003,0.585
265000,1789836096406,1789836111453,btc-updown-5m-1789836000,5m,DOWN->UP,0.13,0.88,20.0,1.01,-0.01500000000000001
265058,1789836112523,1789836127542,btc-updown-5m-1789836000,5m,DOWN->UP,0.13,0.88,315.02,1.01,-0.01500000000000001
265118,1789836127905,1789836142945,btc-updown-5m-1789836000,5m,DOWN->UP,0.13,0.88,50.0,1.01,-0.01500000000000001
265178,1789836143490,1789836158528,btc-updown-5m-1789836000,5m,DOWN->UP,0.13,0.87,162.6,1.0,-0.005
265236,1789836159036,1789836174094,btc-updown-5m-1789836000,5m,DOWN->UP,0.14,0.87,202.43,1.01,-0.01500000000000001
265294,1789836174094,1789836189100,btc-updown-5m-1789836000,5m,DOWN->UP,0.14,0.87,166.71,1.01,-0.01500000000000001
265354,1789836190035,1789836205080,btc-updown-5m-1789836000,5m,DOWN->UP,0.14,0.87,99.21,1.01,-0.01500000000000001
265414,1789836205553,1789836220562,btc-updown-5m-1789836000,5m,DOWN->UP,0.14,0.86,99.21,1.0,-0.005
